,developerResponse,date,review,score,userName
460,"{'reviewId': '0d1fb103-56ad-47f2-bd2e-2ed4ea5c1d3c', 'userName': 'Mia Slade', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVq-VFoulOTea5AQd-k3Q3QUhDUiadDu0xAzQhJgS5Ey85-gzsq', 'content': 'My two year old love this app. My only complaint, is that the buttons need to be bigger.', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 12, 5, 16, 17, 50), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-12-05 16:17:50,"My two year old love this app. My only complaint, is that the buttons need to be bigger.",5,Mia Slade
461,"{'reviewId': '03f3ef32-8852-4608-9a91-81573cee0bc5', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'A good learning app created by the group of developers for toddlers.I am so satisfied to have it in my gadget.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 1, 8, 7, 53), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-01 08:07:53,A good learning app created by the group of developers for toddlers.I am so satisfied to have it in my gadget.,5,A Google user
462,"{'reviewId': '115671db-c53b-4b9d-b78c-9ec99516dfa2', 'userName': 'MochaChocolate_Beauty', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjV9AArtWSqXrzDiV1zr9X80A5kROvhe2TN44mSj86gZ9_M50GpDMw', 'content': 'My granddaughter is loving it that she is learning on her own she is very independent at the age of 4', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2023, 3, 7, 3, 45, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2023-03-07 03:45:56,My granddaughter is loving it that she is learning on her own she is very independent at the age of 4,5,MochaChocolate_Beauty
463,"{'reviewId': '5c759f65-a437-49f2-9351-f91e57192d6e', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This app keeps my child ahead of the game at all times. Tyler has learned so much in such a short amount of time. Highly recommended 👍', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 8, 19, 9, 51, 55), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-08-19 09:51:55,This app keeps my child ahead of the game at all times. Tyler has learned so much in such a short amount of time. Highly recommended 👍,5,A Google user
464,"{'reviewId': '992220b2-b072-4204-85c4-71eb79f97b6c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Picked it up from google playstore. It works well and my small kid loves it. Good app.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 26, 8, 17, 52), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-26 08:17:52,Picked it up from google playstore. It works well and my small kid loves it. Good app.,5,A Google user
465,"{'reviewId': '0021edfc-a448-4d23-843c-c4e3444a6d2d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'The pace at which my small kid is learning urges me to give it 5 star ratings. This is the best app.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 25, 8, 37, 14), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-25 08:37:14,The pace at which my small kid is learning urges me to give it 5 star ratings. This is the best app.,5,A Google user
466,"{'reviewId': 'b4ad43b9-7822-4cf0-995b-be51be0f1f61', 'userName': 'Grace Miller', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIecTon0EtnD_nNdpSRwQHK_JC92Z-u8ZDODTY88svwxPfFzQ=mo', 'content': 'This games is not just for kids but it’s fun for adults too. It’s a good past time games for me and my baby. Love it .', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 8, 1, 14, 14), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-08 01:14:14,This games is not just for kids but it’s fun for adults too. It’s a good past time games for me and my baby. Love it .,5,Grace Miller
467,"{'reviewId': 'a76dc9b0-12ec-488a-a3dd-7eeb72126892', 'userName': 'Tim Ma', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKXo702Yp2K4W1UK5kk-2ehAMz2G_YwG9hAfmkQlz4FxnHkHA=mo', 'content': 'The game is wonderful and fun and a beautiful design for kids and toddler especially.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 12, 3, 32, 32), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-12 03:32:32,The game is wonderful and fun and a beautiful design for kids and toddler especially.,5,Tim Ma
468,"{'reviewId': 'bd664907-33f7-4abb-a998-f091941dea5b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This is the best learning app I have ever seen. Best app for the toddlers.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 29, 5, 18, 44), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-29 05:18:44,This is the best learning app I have ever seen. Best app for the toddlers.,5,A Google user
469,"{'reviewId': 'f7db999e-711c-48f1-80f3-6290538623b1', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This is the best learning app I have ever seen. Best app for the toddlers.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 29, 5, 33, 3), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-29 05:33:03,This is the best learning app I have ever seen. Best app for the toddlers.,5,A Google user
470,"{'reviewId': 'af783824-d83f-4aee-a7e2-0b372e5ab435', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'No application is so valuable as the Montessori for the kids. It is one awesome learning app.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 1, 3, 8, 21, 9), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-01-03 08:21:09,No application is so valuable as the Montessori for the kids. It is one awesome learning app.,5,A Google user
471,"{'reviewId': '8a24058f-d2b8-4173-8904-70ce1e1bd441', 'userName': 'Ida Alfredo', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIp3WS2tzoBEactkM4zgPPr-uZbHmC8LiWmuuzMrBhxuIOIfw=mo', 'content': 'My toddler loves learning on this app! An awesome and creative learning tool.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 13, 3, 8, 35), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-13 03:08:35,My toddler loves learning on this app! An awesome and creative learning tool.,5,Ida Alfredo
472,"{'reviewId': '6589fc47-d1ec-4d02-8a1a-bfcc83faef0b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'An useful kids app. This is infact the best learning app for kids if you ask me.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 6, 7, 29, 39), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-06 07:29:39,An useful kids app. This is infact the best learning app for kids if you ask me.,5,A Google user
473,"{'reviewId': '0e26326e-8387-45aa-b3cf-6b1edebe5b10', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'There is nothing superior to anything viewing my little individual making the most of his preschool at home. Great application thought.', 'score': 5, 'thumbsUpCount': 4, 'reviewCreatedVersion': '3.0', 'at': datetime.datetime(2020, 2, 19, 6, 39, 51), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.0'}",2020-02-19 06:39:51,There is nothing superior to anything viewing my little individual making the most of his preschool at home. Great application thought.,5,A Google user
474,"{'reviewId': '7d113307-f261-4b26-ac5a-2cf0e5a725ed', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'An app with some real class, Montessori is the best app. Highly recommended.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 22, 9, 36, 10), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-22 09:36:10,"An app with some real class, Montessori is the best app. Highly recommended.",5,A Google user
475,"{'reviewId': 'c527cc4c-f944-4c37-a3ed-0c91b1878500', 'userName': 'Mirella Corthon Calero', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUT_OvYWhwKguQ5V1VEulOHpt_eFUhxGNVooCJB8k59apOyUiA', 'content': 'No instructions, my son has to tap everywhere tomove forward.... will cancel now, likely was on the free trial', 'score': 1, 'thumbsUpCount': 10, 'reviewCreatedVersion': '3.6.1', 'at': datetime.datetime(2020, 12, 14, 19, 47, 18), 'replyContent': 'Hello, the app is designed to be explored by children. A parents’ guide is available in the parent section and you can contact us on support@edokiacademy.com for more information.', 'repliedAt': datetime.datetime(2020, 12, 14, 19, 52, 28), 'appVersion': '3.6.1'}",2020-12-14 19:47:18,"No instructions, my son has to tap everywhere tomove forward.... will cancel now, likely was on the free trial",1,Mirella Corthon Calero
476,"{'reviewId': '892b9f81-9062-437a-b517-7659029279de', 'userName': 'Leo D', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKCLfRE1wK1DuZZdqeHmpiYEiEr_Pn9xYcpG44FUs-bI7bF-w=mo', 'content': 'My daughter loves it and we rather have her playing and interacting than watching YouTube kids My daughter loves it and we rather have her playing and interacting than watching YouTube kids', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 11, 1, 48, 42), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-11 01:48:42,My daughter loves it and we rather have her playing and interacting than watching YouTube kids My daughter loves it and we rather have her playing and interacting than watching YouTube kids,5,Leo D
477,"{'reviewId': 'ce761087-45ba-4d76-8da0-f2a1ad2fa373', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'It is helping my niece to learn numbers and counting easily. Thank you.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 5, 9, 1, 23), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-05 09:01:23,It is helping my niece to learn numbers and counting easily. Thank you.,5,A Google user
478,"{'reviewId': 'd47be9ca-6a71-43bb-b25e-b06572b9231b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This is a terrible app. It stopped working after a couple of months. I would not recommend it at all unless you like throwing your money away', 'score': 1, 'thumbsUpCount': 7, 'reviewCreatedVersion': '3.1', 'at': datetime.datetime(2020, 4, 3, 11, 49, 4), 'replyContent': 'Hello, the app definitely should not stop working. We have a customer service that can help you, please contact them on support@edokiacademy.com.', 'repliedAt': datetime.datetime(2020, 4, 7, 7, 6, 28), 'appVersion': '3.1'}",2020-04-03 11:49:04,This is a terrible app. It stopped working after a couple of months. I would not recommend it at all unless you like throwing your money away,1,A Google user
479,"{'reviewId': 'f0e3b50b-4ea1-4c2f-a0e4-940caf42b930', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Finding it suitable for my kid. The content is excellent, quite lovable stuff.', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': '2.9', 'at': datetime.datetime(2019, 12, 25, 8, 11, 4), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.9'}",2019-12-25 08:11:04,"Finding it suitable for my kid. The content is excellent, quite lovable stuff.",5,A Google user
480,"{'reviewId': '47539e7a-c251-4a54-a58e-ec8a2ba78f2e', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Great concept! My kids are enjoying and also learning very fast.', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': '2.8.1', 'at': datetime.datetime(2019, 11, 3, 22, 38, 54), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.8.1'}",2019-11-03 22:38:54,Great concept! My kids are enjoying and also learning very fast.,5,A Google user
481,"{'reviewId': '41e852d5-f1eb-42d0-a32e-0c602823f190', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Kids can now learn ABC while having fun. This is a decent learning app.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 1, 24, 10, 12, 2), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-01-24 10:12:02,Kids can now learn ABC while having fun. This is a decent learning app.,5,A Google user
482,"{'reviewId': '350b6902-57a9-4084-a38c-08e9098ca737', 'userName': 'Marita Kenrick', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVXVg0dXbnYRGuSUn-JEYIP4oBuWTDmwsvKrY3BrUtdcK60Jecg', 'content': 'Great app, has been really valuable to us while schools and Montessoris closed this year.', 'score': 5, 'thumbsUpCount': 8, 'reviewCreatedVersion': '3.7', 'at': datetime.datetime(2021, 2, 23, 7, 18, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.7'}",2021-02-23 07:18:56,"Great app, has been really valuable to us while schools and Montessoris closed this year.",5,Marita Kenrick
483,"{'reviewId': 'c59aa9fb-f2f1-4720-890e-e9c1deb8c309', 'userName': 'Mia Ralph', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIXZmvmfUAE-iu3LzXZ0qaDmjgyRpN8yHsi8WScH2-Ns0kP6g=mo', 'content': 'Good application with stunning features. It is a very useful app. A must have.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 9, 2, 35, 50), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-09 02:35:50,Good application with stunning features. It is a very useful app. A must have.,5,Mia Ralph
484,"{'reviewId': '7eb59df5-cd76-480c-9b41-7e04f53f3fd3', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Its very unique. It provides both fun and learning for my grandkids', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 7, 9, 32, 24), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-07 09:32:24,Its very unique. It provides both fun and learning for my grandkids,5,A Google user
485,"{'reviewId': '8df3fc63-06ac-4e48-8a5a-ca276896821c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Montessori preschool application is tremendous for all kids. Best kids learning app.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 5, 8, 9, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-05 08:09:30,Montessori preschool application is tremendous for all kids. Best kids learning app.,5,A Google user
486,"{'reviewId': '99a347d8-3c04-4216-bada-1a4f8ac157be', 'userName': 'AT達人', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJ61eRRwNvTLSZWc51K54dsPcL_Qk52PfQ6HplkeRgmMbHsag=mo', 'content': 'I originally got this app for my 2 year old, she loved it then, she’s 3 now and still loves it!', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 11, 1, 8, 44), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-11 01:08:44,"I originally got this app for my 2 year old, she loved it then, she’s 3 now and still loves it!",5,AT達人
487,"{'reviewId': '2d45a764-2657-4e7e-a73e-a79b541bdfed', 'userName': 'Roberta Dave', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKgPRbs8BEbUJ1BogBF6aq_nwVcYF48NEsOJ8hixqBZ68dKrw=mo', 'content': 'My 2-year old loves this game! Defined worth the price to buy full version.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 13, 3, 12, 3), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-13 03:12:03,My 2-year old loves this game! Defined worth the price to buy full version.,5,Roberta Dave
488,"{'reviewId': 'c5988968-f776-4a50-a9aa-a9fb08e01942', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Makes sense, I live to use this app. The best learning app for kids. Glad to have it.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 25, 8, 27, 22), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-25 08:27:22,"Makes sense, I live to use this app. The best learning app for kids. Glad to have it.",5,A Google user
489,"{'reviewId': '96dcb048-60b0-4347-8b1e-f275e4af7f07', 'userName': 'Renee Casey', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJaIWkRZWwl9iDPMEqQyJQ8FbbQug-RZWC_67GTcfS0R1vi=mo', 'content': 'My daughter loves the free portions enough I will be buying the full version.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 13, 3, 6, 52), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-13 03:06:52,My daughter loves the free portions enough I will be buying the full version.,5,Renee Casey
490,"{'reviewId': 'f7917da0-4d45-47b6-9715-34f04e1f9f6f', 'userName': 'Noah Giuliani', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLMTY8-oWrP3OatkDnl2I-_s51ZrjFWuAomB3XtZ_FILkhDhA=mo', 'content': 'My son and nieces love this game. It keeps them busy for a long time. With the added bonus that they are learning.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 8, 1, 52, 6), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-08 01:52:06,My son and nieces love this game. It keeps them busy for a long time. With the added bonus that they are learning.,5,Noah Giuliani
491,"{'reviewId': '9bda80d5-8abb-4ec5-8b9c-e558bd5ed4f0', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Montessori preschooling brings the entire preschool at your home. This is only a stunning idea.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 5, 6, 25, 34), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-05 06:25:34,Montessori preschooling brings the entire preschool at your home. This is only a stunning idea.,5,A Google user
492,"{'reviewId': '6fc28264-f776-4ab5-bc01-31c0a836fcc2', 'userName': 'Emily James', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXrudtt14gBVqYd3LAn2CaJXZt6RnW8lGJB-3bgXNTKnm1ZdVB9vw', 'content': 'Trying to collect £49.99 from my account despite no subscription and no communication. Avoid', 'score': 1, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 6, 30, 0, 27, 57), 'replyContent': 'Hello, has our support team solved your issue?', 'repliedAt': datetime.datetime(2022, 7, 4, 0, 50, 6), 'appVersion': None}",2022-06-30 00:27:57,Trying to collect £49.99 from my account despite no subscription and no communication. Avoid,1,Emily James
493,"{'reviewId': 'd4587421-efe6-4f2b-bf06-c4eab4dc125b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'My small princess is learning fast. I am happy to see she enjoy using the app .', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 30, 8, 43, 52), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-30 08:43:52,My small princess is learning fast. I am happy to see she enjoy using the app .,5,A Google user
494,"{'reviewId': '387f3007-f2df-4c7e-b374-303680cb1b34', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'There is no way to sideline an app with such a great concept. This is a good one.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 22, 9, 15, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-22 09:15:30,There is no way to sideline an app with such a great concept. This is a good one.,5,A Google user
495,"{'reviewId': '8d4df3bd-1a73-41a4-941f-83ed1d2e7d21', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This is an excellent application. The right choice for every parent who has a small kid.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 20, 8, 26, 10), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-20 08:26:10,This is an excellent application. The right choice for every parent who has a small kid.,5,A Google user
496,"{'reviewId': '2c234553-2741-436c-911e-29e3ac7089fd', 'userName': 'Rosemary Marion', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJQztaFNf7HxKWl62P1uu_7ugpBMh-7zKxH05sJSZJQ0WH77A=mo', 'content': 'Free learning. Are for kids and 4 free pets but take rates way to far.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 13, 22, 26, 47), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-13 22:26:47,Free learning. Are for kids and 4 free pets but take rates way to far.,5,Rosemary Marion
497,"{'reviewId': 'ab353cfe-c04c-47e8-b05e-40c0c047b78c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I would like to give it 5 star ratings for being so effective for the kids and easy to use.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 26, 8, 25, 49), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-26 08:25:49,I would like to give it 5 star ratings for being so effective for the kids and easy to use.,5,A Google user
498,"{'reviewId': 'c5a8f621-8fd7-4b8b-b54f-229024e8f5e6', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Best preschool ever. Your child can attend it right from the home. Awesome', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 8, 10, 6, 18), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-08 10:06:18,Best preschool ever. Your child can attend it right from the home. Awesome,5,A Google user
499,"{'reviewId': '613fc020-3270-4238-bbce-a0b7c9b9d7b0', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I dont need to sent my kid anyplce now. The whole preschool encounters is given at home as it were. Wonderful appliction.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 5, 6, 33, 58), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-05 06:33:58,I dont need to sent my kid anyplce now. The whole preschool encounters is given at home as it were. Wonderful appliction.,5,A Google user
500,"{'reviewId': '39c47740-cd51-49aa-9719-df989a15b522', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'An excellent app that is based upon a top app idea. I am very happy to have it.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 10, 1, 59, 26), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-10 01:59:26,An excellent app that is based upon a top app idea. I am very happy to have it.,5,A Google user
501,"{'reviewId': 'cda69ef7-d06a-4d49-a422-0734a1f6ca34', 'userName': 'Zoey Obrien', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLs_MJWoai7A2E4KFVlhIIOypQHDQ20C06dMk4Eg8HXpH8-fw=mo', 'content': 'My 3yr old enjoys her screen time when she gets it and this is her favorite app to play.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 12, 3, 41, 26), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-12 03:41:26,My 3yr old enjoys her screen time when she gets it and this is her favorite app to play.,5,Zoey Obrien
